architecture,knobs,dataset,epsilon,split,binning,n_bins,config,source,target,fingerprint,utility_ratio,corr_mae,wasserstein_mean,discriminator_auc,mahalamia_best,v2_blackbox,v2_blackbox_grid,v2_whitebox
k/l forest,k=200 l=0,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k200_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=200,l_pairs=0,n_bins=16,structure=forest",be3008d4630dd257,0.8041992906564317,0.1507260235938489,0.0472020846197761,0.9978071433533144,0.5309567195778342,0.9493411559001044,,0.99995786768346
k/l forest,k=200 l=100,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k200_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=200,l_pairs=100,n_bins=16,structure=forest",d691a00cd0f6389d,0.8934895239071708,0.1514096531926989,0.0483624059146272,0.9982608387712768,0.533073868483974,0.7310483573663088,,0.999784071877732
k/l forest,k=200 l=20,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k200_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=200,l_pairs=20,n_bins=16,structure=forest",1e0ba4c8531036ea,0.912547627745112,0.1498894865159991,0.0475826161645587,0.9975178869861194,0.5255374503628646,0.7780258903085139,,0.99995786768346
k/l forest,k=200 l=200,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k200_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=200,l_pairs=200,n_bins=16,structure=forest",d2d136ee7fd116c8,0.8515835472221195,0.1504406013030743,0.0488203913014249,0.9969608263767156,0.5271016126144156,0.6832966431076797,,0.9953917778784273
k/l forest,k=200 l=400,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k200_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=200,l_pairs=400,n_bins=16,structure=forest",30aeb33165b25b88,0.8179611122348073,0.1525693611115545,0.0513403619739656,0.9981659999482426,0.5326367456998704,0.6362348455323945,,0.9944280011375726
k/l forest,k=200 l=50,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k200_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=200,l_pairs=50,n_bins=16,structure=forest",eea9b87d48be7d71,0.8658632115029821,0.1507910335373772,0.0482598127693411,0.9976835654929972,0.5268382856360401,0.7513982662551744,,0.9998367372734072
k/l forest,k=50 l=0,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k50_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=50,l_pairs=0,n_bins=16,structure=forest",81f55850185b1cee,0.9056838602177472,0.1655355913312853,0.0455269778290746,0.9988461344632814,0.5228146494064609,0.9672631900483468,,0.9999262684460548
k/l forest,k=50 l=100,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k50_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=50,l_pairs=100,n_bins=16,structure=forest",8ee79921eb6eb573,0.8414537206900665,0.1650674324049967,0.046151120515793,0.9984786016755812,0.5250318625643835,0.7246758444896196,,0.9928638388860216
k/l forest,k=50 l=20,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k50_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=50,l_pairs=20,n_bins=16,structure=forest",8d8299b30170a56e,0.9086752996532976,0.1652128172077496,0.045756463226831,0.9967400261239212,0.5230779763848366,0.7699048862954108,,0.9998946692086498
k/l forest,k=50 l=200,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k50_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=50,l_pairs=200,n_bins=16,structure=forest",9a30a7e8246ef067,0.7856973081552538,0.1656954540380917,0.0472420861872928,0.99907093911274,0.5179378337669451,0.6562740285867767,,0.9859067401173384
k/l forest,k=50 l=400,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k50_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=50,l_pairs=400,n_bins=16,structure=forest",abc948cab60bf711,0.859720577375363,0.1660942717237214,0.0494261723681042,0.9990435757355356,0.5261589020318309,0.6136255911690665,,0.9730089847165024
k/l forest,k=50 l=50,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k50_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=50,l_pairs=50,n_bins=16,structure=forest",1c36ca69dd9e4d09,0.9371536330664784,0.1655400866093181,0.0459879604206477,0.9975658716441044,0.5159576148895606,0.7479855486154268,,0.9991784198274682
k/l forest,k=500 l=0,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k500_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=500,l_pairs=0,n_bins=16,structure=forest",8b87a1b83c8721f3,0.8228916253093266,0.1344551057155973,0.053124787418383,0.9978708323288292,0.5268172194777699,0.9279168729394665,,0.9926900430802936
k/l forest,k=500 l=100,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k500_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=500,l_pairs=100,n_bins=16,structure=forest",f5357fb656654aa5,0.8378802485490554,0.1339595302447782,0.054370563249851,0.997259181168984,0.5335109912680774,0.7396538830196231,,0.9905623610950188
k/l forest,k=500 l=20,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k500_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=500,l_pairs=20,n_bins=16,structure=forest",d08403728e48220e,0.8351513841868277,0.1331313089433265,0.0535302978309391,0.9978573072747904,0.5327157437933832,0.8008984716502175,,0.99329042859099
k/l forest,k=500 l=200,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k500_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=500,l_pairs=200,n_bins=16,structure=forest",396bb3763a939070,0.8404772786003318,0.1338279516467663,0.0546884483289834,0.9972308779843994,0.5373239659149559,0.7058900978523052,,0.9931429654830995
k/l forest,k=500 l=400,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k500_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=500,l_pairs=400,n_bins=16,structure=forest",b364814feae7c228,0.8786366822851266,0.133672053631296,0.0549156676266393,0.9976444749541334,0.5352963481814639,0.670888675886622,,0.9843004455492472
k/l forest,k=500 l=50,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k500_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=500,l_pairs=50,n_bins=16,structure=forest",3a31c6b02f2b73a3,0.8583864546921237,0.1334392906797785,0.0537998802410022,0.9976993787737012,0.5307039256785937,0.7539841371828226,,0.9920475252530572
k/l forest,k=978 l=100,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k978_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=978,l_pairs=100,n_bins=16,structure=forest",b5375d774fce2222,0.7659474524849259,0.1323568620985526,0.0644351347682187,0.9940994670338726,0.5338638494191006,0.9304922107879796,,0.9843952432614628
k/l forest,k=978 l=20,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k978_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=978,l_pairs=20,n_bins=16,structure=forest",091ed66914bc5cc9,0.7625306188867295,0.1346758808991154,0.0632664965281842,0.9980798917995676,0.5332318646709993,0.9224923371849292,,0.9782281254279064
k/l forest,k=978 l=200,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k978_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=978,l_pairs=200,n_bins=16,structure=forest",37cdcc43e85dd63f,0.778062242311962,0.1317212724565216,0.0660560297848686,0.9959695475167974,0.5306038614268109,0.9143818662509612,,0.9875288343041322
k/l forest,k=978 l=400,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k978_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=978,l_pairs=400,n_bins=16,structure=forest",f92ae66b0bd807d7,0.7377083590481144,0.129587177572919,0.0673231878279269,0.9922277793441237,0.5314623073763153,0.9178788485237888,,0.9935379559506632
k/l forest,k=978 l=50,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k978_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=978,l_pairs=50,n_bins=16,structure=forest",4901e67b4b771497,0.8126243262862757,0.1336008704828248,0.0640419771379284,0.9968061667708626,0.5366129830733418,0.9208123110628932,,0.9799713500247528
k/l forest,k=10 l=0,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k10_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=10,l_pairs=0,n_bins=32,structure=forest",3b40ad5f1a32b578,0.6033939869057475,0.1714164035217284,0.0317677545325958,0.999051788834816,0.5227093186151108,0.9958762995186384,,1.0
k/l forest,k=10 l=100,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k10_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=10,l_pairs=100,n_bins=32,structure=forest",b8dc79fbfec3281d,0.559499912294153,0.1707946591627514,0.0338785449305729,0.9987425649658878,0.5165948661772296,0.7638378327136373,,0.9963450215401468
k/l forest,k=10 l=20,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k10_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=10,l_pairs=20,n_bins=32,structure=forest",8608ca83bfd7a933,0.591194436427547,0.1708945363845385,0.0325187076850685,0.9992415209624718,0.5198443210903844,0.7902073963281686,,1.0
k/l forest,k=10 l=200,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k10_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=10,l_pairs=200,n_bins=32,structure=forest",58f8f3f85862663a,0.5371714114851414,0.1706079428282329,0.0362223088056822,0.9966457457371564,0.5314939066137204,0.7161703830880881,,0.8660192334025005
k/l forest,k=10 l=400,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k10_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=10,l_pairs=400,n_bins=32,structure=forest",e68e7f3f5e90ddb7,0.5253552109832078,0.1708717855934149,0.0396285432102208,0.99860503981923,0.5210872244283171,0.661556367772991,,0.8611898166190923
k/l forest,k=10 l=50,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k10_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=10,l_pairs=50,n_bins=32,structure=forest",053dece437304cd3,0.5497632586636721,0.1709342653635783,0.0329420735223996,0.9975540627600644,0.5167791950620925,0.7796795837327126,,1.0
k/l forest,k=100 l=0,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k100_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=100,l_pairs=0,n_bins=32,structure=forest",a40a20bde1b788f5,0.9154352425255892,0.1606066057382539,0.0327365153435888,0.9966343454650208,0.5231253752409442,0.9948861900799464,,1.0
k/l forest,k=100 l=100,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k100_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=100,l_pairs=100,n_bins=32,structure=forest",b865596ad54f8fdd,0.8898456203649386,0.1611704486843987,0.0352949322681757,0.995108779299176,0.5261115031757234,0.7721958310072783,,0.9911785462244178
k/l forest,k=100 l=20,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k100_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=100,l_pairs=20,n_bins=32,structure=forest",58312e138948c8ad,0.859787079061074,0.1598312732383023,0.0335248710574518,0.9967358582824952,0.5218403395864714,0.8081820958720863,,1.0
k/l forest,k=100 l=200,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k100_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=100,l_pairs=200,n_bins=32,structure=forest",f4d9235e2ff6c6ff,0.9368184274607592,0.1601644591387997,0.0371015205608855,0.9982846336045156,0.5233571029819146,0.739169361379412,,0.9085412738705906
k/l forest,k=100 l=400,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k100_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=100,l_pairs=400,n_bins=32,structure=forest",031272dadb78aa4b,0.8695158232190742,0.1621332781387884,0.0407565081399935,0.9970521238965776,0.525047662183086,0.6825751271869305,,0.8508568659876341
k/l forest,k=100 l=50,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k100_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=100,l_pairs=50,n_bins=32,structure=forest",b000fd35c30949b0,0.9612638635054288,0.1605313508313041,0.0339355619712995,0.9960496218296824,0.5259482404491305,0.7813964756317214,,1.0
k/l forest,k=200 l=0,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k200_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=200,l_pairs=0,n_bins=32,structure=forest",51eabdd4931279a5,0.88507267035786,0.1518304218745453,0.034145107951882,0.9957039225380792,0.5285815102328864,0.9962923561444716,,1.0
k/l forest,k=200 l=100,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k200_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=200,l_pairs=100,n_bins=32,structure=forest",364c7ef65349ce74,0.8436449390149602,0.1516657331072735,0.0363444939575521,0.996195755067128,0.5280443231970001,0.7796058521787674,,0.9948071919864334
k/l forest,k=200 l=20,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k200_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=200,l_pairs=20,n_bins=32,structure=forest",9a27292ce9b2f68e,0.8920147797921216,0.1513652979404369,0.0349551547238911,0.995411996573108,0.5316624358798807,0.8358366951410906,,1.0
k/l forest,k=200 l=200,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k200_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=200,l_pairs=200,n_bins=32,structure=forest",bf2edf947b9f761b,0.8870259927373986,0.1521962640039618,0.0383254807463954,0.9958150104945158,0.5295821527507136,0.7554166359451859,,0.9405987002180348
k/l forest,k=200 l=400,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k200_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=200,l_pairs=400,n_bins=32,structure=forest",b74a6a0f090256bc,0.767783690634293,0.1529188134729627,0.0419209171049748,0.9959015000143014,0.5303721336858404,0.6899640822001496,,0.8499088888654821
k/l forest,k=200 l=50,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k200_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=200,l_pairs=50,n_bins=32,structure=forest",57c0517d10c3345e,0.9523039432754148,0.1516849701807895,0.0357011513551258,0.9967424369341576,0.5264959605641517,0.7821232580920381,,0.9999947334604324
k/l forest,k=50 l=0,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k50_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=50,l_pairs=0,n_bins=32,structure=forest",19acc5e79c01f2d4,0.7984536806535,0.166342919974622,0.0320354276635025,0.9969613848129852,0.5218245399677688,0.9969717397486808,,1.0
k/l forest,k=50 l=100,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k50_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=50,l_pairs=100,n_bins=32,structure=forest",2a46b0bf8ad22e50,0.9183593081783769,0.1655279033772015,0.0344366841329188,0.9960635418752288,0.523904823096936,0.7667870948714437,,0.9828310810099116
k/l forest,k=50 l=20,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k50_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=50,l_pairs=20,n_bins=32,structure=forest",407337fbad7bf3bd,0.8460529252900868,0.1657855621049865,0.032918442778705,0.996551124840471,0.5234571672336975,0.7939519059606696,,1.0
k/l forest,k=50 l=200,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k50_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=50,l_pairs=200,n_bins=32,structure=forest",ca231f81ffff9a42,0.8960509190444489,0.1655671567347224,0.0363405034153698,0.9968465376270274,0.5217402753346886,0.7240069939645457,,0.8742508347465215
k/l forest,k=50 l=400,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k50_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=50,l_pairs=400,n_bins=32,structure=forest",991ee09a39fc4aaf,0.7850836301949679,0.1667004195248934,0.0398944247832993,0.9981819085717244,0.5249423313917357,0.6600659370753852,,0.8044691854769905
k/l forest,k=50 l=50,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k50_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=50,l_pairs=50,n_bins=32,structure=forest",ea258c8abb6d5a01,0.8334086096962726,0.1655571148721923,0.033302616365224,0.9984981741858068,0.5203973077449731,0.781628203372692,,1.0
k/l forest,k=500 l=0,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k500_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=500,l_pairs=0,n_bins=32,structure=forest",e75b7e61442a2373,0.8275674829053772,0.134372657626527,0.0399734236544695,0.995612502434646,0.5306617933620535,0.9967347454681428,,1.0
k/l forest,k=500 l=100,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k500_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=500,l_pairs=100,n_bins=32,structure=forest",dc22f03bc90faabb,0.8323312426847019,0.1356514311856202,0.0428826375980049,0.9947442974803627,0.5311041826857246,0.7807170920275124,,0.9936011544254733
k/l forest,k=500 l=20,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k500_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=500,l_pairs=20,n_bins=32,structure=forest",664a749ace65adc2,0.7920583341114699,0.1344206855278162,0.0408884150302128,0.9968046412864192,0.5281127882113779,0.8833988139752893,,1.0
k/l forest,k=500 l=200,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k500_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=500,l_pairs=200,n_bins=32,structure=forest",557c84304f4a7f94,0.8392789154730373,0.134482743659899,0.043970300389139,0.9967557576822444,0.5323576191027923,0.765586323850051,,0.9687588872855202
k/l forest,k=500 l=400,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k500_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=500,l_pairs=400,n_bins=32,structure=forest",a1c47d7c25bbda97,0.7752038181755629,0.1353451925767086,0.0454005674670315,0.9957447292469418,0.5289607010817472,0.728588883388281,,0.9121962523304435
k/l forest,k=500 l=50,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k500_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=500,l_pairs=50,n_bins=32,structure=forest",049e26102ed7cb51,0.8314777727263656,0.1350746022614559,0.0418237449357854,0.995133377735827,0.5324945491315476,0.7819757949841477,,0.9996155426115716
k/l forest,k=978 l=100,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k978_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=978,l_pairs=100,n_bins=32,structure=forest",2d85f9ea114a1828,0.7884667343136966,0.1353470242520977,0.0515758015974716,0.9965471340642038,0.5311568480813996,0.9896143839728668,,1.0
k/l forest,k=978 l=20,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k978_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=978,l_pairs=20,n_bins=32,structure=forest",e727f43cbd75f97f,0.7792200522658158,0.1357607843970853,0.0500065124032801,0.9971936261991056,0.5336373882176977,0.9900936390735104,,0.99995786768346
k/l forest,k=978 l=200,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k978_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=978,l_pairs=200,n_bins=32,structure=forest",9de0e374b21ced3e,0.7674637636128854,0.1348980949619875,0.0525868959238479,0.995926043969365,0.5311989803979398,0.9877763616638052,,0.9999947334604324
k/l forest,k=978 l=400,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k978_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=978,l_pairs=400,n_bins=32,structure=forest",9b95b1ee332e50ae,0.8115579605947428,0.1345645387282954,0.0547264208386064,0.9966168296347144,0.5367446465625295,0.9757317856729056,,0.9999947334604324
k/l forest,k=978 l=50,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/k978_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=978,l_pairs=50,n_bins=32,structure=forest",e595a9e8666ed6a5,0.8434080773995791,0.135501227559986,0.0501361276450472,0.9973199417591831,0.5357229378864323,0.9912312116200928,,0.9998788695899472
k/l forest,k=10 l=0,COMBINED,10.0,1,dp_quantile,16,dp_quantile16/k10_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=0,n_bins=16,structure=forest",1b85fd1b0fd7c3e2,0.7073849111343703,0.1806717981833267,0.0969162924665391,1.0,0.5060100228338744,0.5660651183316228,,0.7441703413714367
k/l forest,k=10 l=100,COMBINED,10.0,1,dp_quantile,16,dp_quantile16/k10_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=100,n_bins=16,structure=forest",d767aaf82a8dd1f6,0.7211441508517914,0.176390679853672,0.100146233270048,1.0,0.5051779069728568,0.5347830447617488,,0.6104437394063192
k/l forest,k=10 l=20,COMBINED,10.0,1,dp_quantile,16,dp_quantile16/k10_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=20,n_bins=16,structure=forest",b65ae176ef5549b2,0.7326982814797448,0.179881369539354,0.0975456575045921,1.0,0.5058816449750432,0.5650638378962078,,0.6631732733345146
k/l forest,k=10 l=200,COMBINED,10.0,1,dp_quantile,16,dp_quantile16/k10_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=200,n_bins=16,structure=forest",4eb45866a6930cdb,0.7037950126797762,0.1746245042129181,0.1053198276492108,0.9999989961774436,0.5052568058652634,0.5119107238973378,,0.5722670393190624
k/l forest,k=10 l=400,COMBINED,10.0,1,dp_quantile,16,dp_quantile16/k10_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=400,n_bins=16,structure=forest",59e99ed3883ee1d4,0.687541513324579,0.1731031293432944,0.1133877063299109,0.9999989961774436,0.5118308220529091,0.509390639783095,,0.585584236268751
k/l forest,k=10 l=50,COMBINED,10.0,1,dp_quantile,16,dp_quantile16/k10_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=50,n_bins=16,structure=forest",84cb142a228bf0c9,0.7322730350918033,0.1780438253102703,0.0990608991149923,0.9999992471330827,0.5095918988222001,0.5575497213464964,,0.6427839273595282
k/l forest,k=100 l=0,COMBINED,10.0,1,dp_quantile,16,dp_quantile16/k100_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=100,l_pairs=0,n_bins=16,structure=forest",32d79f9147433830,0.8151669084950788,0.1699009240598995,0.0994075818233597,1.0,0.5061494331649488,0.596550513678594,,0.6819565588047486
k/l forest,k=100 l=100,COMBINED,10.0,1,dp_quantile,16,dp_quantile16/k100_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=100,l_pairs=100,n_bins=16,structure=forest",9870883efe703044,0.8551012872594312,0.1656909960543525,0.1028696439198023,1.0,0.5125305482470071,0.5418454985841661,,0.6279643082807063
k/l forest,k=100 l=20,COMBINED,10.0,1,dp_quantile,16,dp_quantile16/k100_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=100,l_pairs=20,n_bins=16,structure=forest",37ca30e24896a756,0.8288263074951123,0.1680235540758191,0.0993380566345848,0.9999989961774436,0.5111481460431871,0.5857600871899624,,0.6787090001571292
k/l forest,k=100 l=200,COMBINED,10.0,1,dp_quantile,16,dp_quantile16/k100_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=100,l_pairs=200,n_bins=16,structure=forest",1fe0c79ad3eddd34,0.8094963225004151,0.1638887679599393,0.1064756837692393,0.9999992471330827,0.5070176552987626,0.5204862980037912,,0.6019233276610825
k/l forest,k=100 l=400,COMBINED,10.0,1,dp_quantile,16,dp_quantile16/k100_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=100,l_pairs=400,n_bins=16,structure=forest",a049451735a14614,0.8290729141908935,0.1632339911532014,0.1135513823766639,0.9999994980887218,0.5067505357435385,0.5087892028871646,,0.5939769387898381
k/l forest,k=100 l=50,COMBINED,10.0,1,dp_quantile,16,dp_quantile16/k100_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=100,l_pairs=50,n_bins=16,structure=forest",8a2be173874bb407,0.8533521233773516,0.1669202249828808,0.1003769360392427,0.9999989961774436,0.5058345062300036,0.5709180688493132,,0.6652981943520428
k/l forest,k=200 l=0,COMBINED,10.0,1,dp_quantile,16,dp_quantile16/k200_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=200,l_pairs=0,n_bins=16,structure=forest",528c97f47049d179,0.8391529324839243,0.1544437236042848,0.1032593457281455,1.0,0.5128334397576868,0.610393926122554,,0.6800412547598431
k/l forest,k=200 l=100,COMBINED,10.0,1,dp_quantile,16,dp_quantile16/k200_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=200,l_pairs=100,n_bins=16,structure=forest",c13fbc06d4ff2462,0.8673068307994624,0.1519869667606957,0.1055304130395009,1.0,0.5067301423857554,0.5453080232818596,,0.6556497958992635
